LoanID,CustomerID,OriginalLoanID,LoanAmount,InterestRate,LoanPurpose,LoanStatus,LoanTerm,LoanGrade,IssueDate
1039,1039,52818490,19200.0,12.69,debt_consolidation,Fully Paid,36,C,2015-06-01
1040,1040,51676608,13850.0,16.99,debt_consolidation,Fully Paid,36,D,2015-06-01
1041,1041,55161705,22000.0,13.33,debt_consolidation,Fully Paid,36,C,2015-07-01
1042,1042,54463900,35000.0,10.99,debt_consolidation,Fully Paid,60,B,2015-07-01
1043,1043,55392585,11975.0,14.65,debt_consolidation,Charged Off,36,C,2015-07-01
1044,1044,55897437,24000.0,13.33,debt_consolidation,Fully Paid,36,C,2015-07-01
1045,1045,52341278,16850.0,10.99,debt_consolidation,In Grace Period,60,B,2015-06-01
1046,1046,55152291,11000.0,17.57,debt_consolidation,Fully Paid,36,D,2015-07-01
1047,1047,52209471,5500.0,7.89,credit_card,Charged Off,36,A,2015-06-01
1048,1048,54027847,10000.0,7.26,debt_consolidation,Fully Paid,60,A,2015-07-01
1049,1049,56057533,5000.0,13.33,debt_consolidation,Fully Paid,36,C,2015-07-01
1050,1050,55342221,30000.0,9.99,credit_card,Fully Paid,36,B,2015-07-01
1051,1051,54258852,10000.0,8.18,debt_consolidation,Fully Paid,36,B,2015-07-01
1052,1052,56057554,30000.0,9.99,home_improvement,Fully Paid,60,B,2015-07-01
1053,1053,54988544,20200.0,23.99,debt_consolidation,Fully Paid,60,F,2015-07-01
1054,1054,55441567,10375.0,17.57,home_improvement,Fully Paid,36,D,2015-07-01
1055,1055,51836709,7500.0,5.32,credit_card,Fully Paid,36,A,2015-06-01
1056,1056,55967601,15400.0,12.69,debt_consolidation,Fully Paid,36,C,2015-07-01
1057,1057,55255309,8000.0,13.99,debt_consolidation,Fully Paid,36,C,2015-07-01
1058,1058,53505055,26500.0,11.53,major_purchase,Fully Paid,60,B,2015-07-01
1059,1059,53312179,10000.0,5.32,credit_card,Fully Paid,36,A,2015-06-01
1060,1060,56080920,35000.0,8.18,home_improvement,Fully Paid,36,B,2015-07-01
1061,1061,55253635,15000.0,16.55,debt_consolidation,Fully Paid,60,D,2015-07-01
1062,1062,54524267,12150.0,17.86,medical,Charged Off,36,D,2015-07-01
1063,1063,55491343,5000.0,12.29,debt_consolidation,Charged Off,36,C,2015-07-01
1064,1064,55138675,1925.0,6.24,credit_card,Fully Paid,36,A,2015-07-01
1065,1065,55238634,10000.0,6.24,debt_consolidation,Fully Paid,36,A,2015-07-01
1066,1066,55210923,5000.0,7.26,debt_consolidation,Fully Paid,36,A,2015-07-01
1067,1067,55747330,22875.0,17.57,debt_consolidation,Current,60,D,2015-07-01
1068,1068,55121427,7000.0,10.99,debt_consolidation,Charged Off,36,B,2015-07-01
1069,1069,55958965,3500.0,9.99,credit_card,Fully Paid,36,B,2015-07-01
1070,1070,55179874,35000.0,12.69,debt_consolidation,Fully Paid,36,C,2015-07-01
1071,1071,51817336,12000.0,9.17,credit_card,Charged Off,60,B,2015-06-01
1072,1072,55219777,35000.0,17.57,debt_consolidation,Fully Paid,60,D,2015-07-01
1073,1073,55149011,15000.0,6.89,credit_card,Fully Paid,36,A,2015-07-01
1074,1074,52229282,12000.0,7.26,debt_consolidation,Fully Paid,36,A,2015-06-01
1075,1075,54928540,19200.0,13.33,credit_card,Current,60,C,2015-07-01
1076,1076,52139947,18000.0,9.17,debt_consolidation,Fully Paid,36,B,2015-06-01
1077,1077,52678514,4000.0,17.57,home_improvement,Charged Off,36,D,2015-07-01
1078,1078,55837112,25000.0,7.26,credit_card,Fully Paid,60,A,2015-07-01
1079,1079,52798280,15000.0,6.89,debt_consolidation,Fully Paid,36,A,2015-06-01
1080,1080,53202769,20000.0,15.61,credit_card,Charged Off,60,D,2015-07-01
1081,1081,54404907,14000.0,12.69,debt_consolidation,Current,60,C,2015-07-01
1082,1082,51918705,17000.0,13.33,debt_consolidation,Fully Paid,60,C,2015-06-01
1083,1083,55189561,25000.0,7.26,credit_card,Fully Paid,60,A,2015-07-01
1084,1084,52969283,20000.0,12.29,credit_card,Charged Off,60,C,2015-07-01
1085,1085,55078727,20000.0,13.99,debt_consolidation,Fully Paid,60,C,2015-07-01
1086,1086,54098907,12000.0,6.24,debt_consolidation,Fully Paid,36,A,2015-07-01
1087,1087,53754243,35000.0,11.53,home_improvement,Fully Paid,36,B,2015-07-01
1088,1088,52017711,10000.0,9.17,debt_consolidation,Fully Paid,36,B,2015-06-01
1089,1089,53382468,9000.0,6.24,credit_card,Fully Paid,36,A,2015-07-01
1090,1090,54167857,24000.0,13.33,credit_card,Charged Off,60,C,2015-07-01
1091,1091,55544887,8500.0,8.18,credit_card,Charged Off,36,B,2015-07-01
1092,1092,52039156,9000.0,6.24,credit_card,Charged Off,36,A,2015-06-01
1093,1093,52788159,2500.0,13.99,debt_consolidation,Charged Off,36,C,2015-06-01
1094,1094,54648198,19950.0,20.99,debt_consolidation,Charged Off,60,E,2015-07-01
1095,1095,52616496,28000.0,8.18,debt_consolidation,Current,60,B,2015-06-01
1096,1096,51879955,20000.0,10.99,debt_consolidation,Current,60,B,2015-06-01
1097,1097,55280648,5000.0,14.65,debt_consolidation,Fully Paid,36,C,2015-07-01
1098,1098,52536664,19200.0,15.61,credit_card,Fully Paid,36,D,2015-06-01
1099,1099,51346472,19200.0,13.99,debt_consolidation,Charged Off,60,C,2015-07-01
1100,1100,51817316,3600.0,15.61,other,Fully Paid,36,D,2015-06-01
1101,1101,56138228,5500.0,8.18,credit_card,Fully Paid,36,B,2015-07-01
1102,1102,54057948,34000.0,11.53,credit_card,Fully Paid,36,B,2015-07-01
1103,1103,53634207,30000.0,12.69,credit_card,Current,60,C,2015-07-01
1104,1104,54928488,20000.0,9.17,debt_consolidation,Fully Paid,36,B,2015-07-01
1105,1105,54027458,14000.0,8.18,debt_consolidation,Fully Paid,36,B,2015-07-01
1106,1106,48565845,10000.0,8.18,home_improvement,Fully Paid,36,B,2015-05-01
1107,1107,50497476,9525.0,16.99,debt_consolidation,Fully Paid,36,D,2015-06-01
1108,1108,52026821,17000.0,9.17,debt_consolidation,Fully Paid,36,B,2015-06-01
1109,1109,50738365,28000.0,13.33,debt_consolidation,Current,60,C,2015-06-01
1110,1110,48275639,35000.0,7.89,debt_consolidation,Fully Paid,36,A,2015-05-01
1111,1111,48020553,18000.0,13.33,debt_consolidation,Charged Off,60,C,2015-05-01
1112,1112,51145741,15000.0,18.25,credit_card,Fully Paid,36,E,2015-06-01
1113,1113,46634951,29000.0,8.18,debt_consolidation,Current,60,B,2015-04-01
1114,1114,49763321,29000.0,12.69,credit_card,Fully Paid,36,C,2015-06-01
1115,1115,48664114,16000.0,15.61,debt_consolidation,Charged Off,60,D,2015-05-01
1116,1116,48000589,23500.0,18.25,debt_consolidation,Fully Paid,60,E,2015-05-01
1117,1117,48275241,25675.0,17.86,debt_consolidation,Charged Off,36,D,2015-05-01
1118,1118,51317380,24000.0,12.29,debt_consolidation,Fully Paid,36,C,2015-06-01
1119,1119,51877168,20000.0,9.99,credit_card,Charged Off,36,B,2015-06-01
1120,1120,50505536,15000.0,5.32,credit_card,Fully Paid,36,A,2015-06-01
1121,1121,49218677,26875.0,16.55,debt_consolidation,Fully Paid,60,D,2015-05-01
1122,1122,50557239,11000.0,7.26,debt_consolidation,Fully Paid,36,A,2015-06-01
1123,1123,48655816,20000.0,10.99,debt_consolidation,Current,60,B,2015-05-01
1124,1124,50879369,12000.0,9.99,debt_consolidation,Charged Off,36,B,2015-06-01
1125,1125,50839963,15825.0,12.29,credit_card,Charged Off,60,C,2015-06-01
1126,1126,51408068,17000.0,14.65,debt_consolidation,Fully Paid,60,C,2015-06-01
1127,1127,50526413,20575.0,18.25,credit_card,Fully Paid,60,E,2015-06-01
1128,1128,51849766,3500.0,6.24,home_improvement,Fully Paid,36,A,2015-06-01
1129,1129,50655811,14000.0,16.99,other,Fully Paid,60,D,2015-06-01
1130,1130,50518216,23000.0,20.99,home_improvement,Fully Paid,60,E,2015-06-01
1131,1131,49654090,8000.0,7.26,debt_consolidation,Fully Paid,36,A,2015-05-01
1132,1132,47917588,12000.0,7.89,home_improvement,Fully Paid,36,A,2015-05-01
1133,1133,49227661,15000.0,13.99,debt_consolidation,Current,60,C,2015-05-01
1134,1134,48625568,16000.0,13.33,debt_consolidation,Current,60,C,2015-05-01
1135,1135,48746849,21000.0,17.57,debt_consolidation,Charged Off,60,D,2015-05-01
1136,1136,48674980,32000.0,11.53,home_improvement,Fully Paid,36,B,2015-05-01
1137,1137,49994094,8000.0,11.53,debt_consolidation,Fully Paid,36,B,2015-05-01
1138,1138,51537174,35000.0,17.57,debt_consolidation,Fully Paid,60,D,2015-06-01
1139,1139,51486275,16000.0,16.55,debt_consolidation,Fully Paid,60,D,2015-06-01
1140,1140,48574295,9100.0,16.55,credit_card,Charged Off,36,D,2015-05-01
1141,1141,49297437,12000.0,17.57,debt_consolidation,Fully Paid,36,D,2015-05-01
1142,1142,46810111,11600.0,9.17,debt_consolidation,Fully Paid,36,B,2015-04-01
1143,1143,48202726,12000.0,6.39,credit_card,Fully Paid,36,A,2015-05-01
1144,1144,46958384,25000.0,6.92,debt_consolidation,Fully Paid,60,A,2015-05-01
1145,1145,51155381,3500.0,17.57,debt_consolidation,Fully Paid,36,D,2015-06-01
1146,1146,48001430,13600.0,12.69,credit_card,Charged Off,60,C,2015-05-01
1147,1147,50223122,12000.0,13.33,credit_card,Fully Paid,36,C,2015-05-01
1148,1148,51196732,20000.0,6.89,debt_consolidation,Fully Paid,36,A,2015-06-01
1149,1149,48664419,9100.0,7.89,credit_card,Fully Paid,36,A,2015-05-01
1150,1150,49247409,4000.0,9.99,debt_consolidation,Fully Paid,36,B,2015-05-01
1151,1151,48223086,15600.0,14.65,debt_consolidation,Fully Paid,60,C,2015-05-01
1152,1152,50580338,11200.0,16.55,home_improvement,Current,60,D,2015-06-01
1153,1153,50033265,15000.0,13.99,debt_consolidation,Fully Paid,36,C,2015-06-01
1154,1154,49524979,15000.0,7.89,debt_consolidation,Charged Off,36,A,2015-05-01
1155,1155,50515815,9500.0,13.33,credit_card,Fully Paid,36,C,2015-06-01
1156,1156,50033879,15000.0,6.24,debt_consolidation,Fully Paid,36,A,2015-05-01
1157,1157,48374374,6300.0,17.57,debt_consolidation,Fully Paid,36,D,2015-05-01
1158,1158,52016161,5000.0,12.69,debt_consolidation,Fully Paid,36,C,2015-06-01
1159,1159,48041151,5200.0,9.99,credit_card,Charged Off,36,B,2015-05-01
1160,1160,50656689,14000.0,20.99,debt_consolidation,Charged Off,60,E,2015-06-01
1161,1161,46777363,13775.0,13.99,debt_consolidation,Fully Paid,36,C,2015-04-01
1162,1162,49177729,6500.0,11.53,debt_consolidation,Fully Paid,36,B,2015-05-01
1163,1163,46836652,17125.0,20.49,debt_consolidation,Charged Off,60,E,2015-05-01
1164,1164,47593710,12000.0,14.65,debt_consolidation,Fully Paid,60,C,2015-05-01
1165,1165,50645741,10000.0,10.99,debt_consolidation,Fully Paid,60,B,2015-06-01
1166,1166,51746163,10000.0,9.99,debt_consolidation,Fully Paid,60,B,2015-06-01
1167,1167,51937495,35000.0,17.86,debt_consolidation,Fully Paid,36,D,2015-06-01
1168,1168,49974790,9800.0,7.26,debt_consolidation,Fully Paid,36,A,2015-05-01
1169,1169,48535759,11250.0,9.99,debt_consolidation,Fully Paid,36,B,2015-05-01
1170,1170,48294513,10000.0,13.33,debt_consolidation,Fully Paid,36,C,2015-05-01
1171,1171,50353624,6500.0,11.53,vacation,Fully Paid,36,B,2015-05-01
1172,1172,50636147,12000.0,7.89,debt_consolidation,Fully Paid,36,A,2015-06-01
1173,1173,49905176,19200.0,9.17,credit_card,Fully Paid,60,B,2015-05-01
1174,1174,46644844,30000.0,18.25,debt_consolidation,Fully Paid,60,E,2015-05-01
1175,1175,46777457,14000.0,12.29,other,Fully Paid,36,C,2015-05-01
1176,1176,51085129,25000.0,7.89,credit_card,Fully Paid,60,A,2015-06-01
1177,1177,50364949,7500.0,9.17,debt_consolidation,Fully Paid,36,B,2015-06-01
1178,1178,47048226,8000.0,6.68,major_purchase,Fully Paid,36,A,2015-05-01
1179,1179,49483268,25000.0,7.26,credit_card,Fully Paid,36,A,2015-05-01
1180,1180,47927504,8500.0,17.86,other,Fully Paid,36,D,2015-05-01
1181,1181,45444334,10500.0,17.86,home_improvement,Current,60,D,2015-05-01
1182,1182,49036892,9000.0,12.29,debt_consolidation,Fully Paid,36,C,2015-05-01
1183,1183,50606617,12000.0,9.17,debt_consolidation,Fully Paid,36,B,2015-06-01
1184,1184,50576562,21000.0,9.17,credit_card,Fully Paid,60,B,2015-05-01
1185,1185,51217050,18000.0,15.61,debt_consolidation,Fully Paid,60,D,2015-06-01
1186,1186,50646476,2400.0,7.26,credit_card,Fully Paid,36,A,2015-06-01
1187,1187,50567906,15000.0,19.19,credit_card,Fully Paid,36,E,2015-06-01
1188,1188,49247218,2300.0,13.33,other,Fully Paid,36,C,2015-05-01
1189,1189,49277429,12000.0,9.99,debt_consolidation,Fully Paid,36,B,2015-05-01
1190,1190,48675164,35000.0,6.92,credit_card,Fully Paid,36,A,2015-05-01
1191,1191,48050944,28000.0,14.65,debt_consolidation,Fully Paid,36,C,2015-05-01
1192,1192,48695287,14400.0,18.84,home_improvement,Charged Off,36,E,2015-05-01
1193,1193,47018249,10000.0,17.57,other,Fully Paid,60,D,2015-04-01
1194,1194,49077781,25000.0,7.89,debt_consolidation,Fully Paid,36,A,2015-05-01
1195,1195,51437408,8050.0,13.33,debt_consolidation,Fully Paid,36,C,2015-06-01
1196,1196,51526898,14000.0,13.33,other,Fully Paid,36,C,2015-06-01
1197,1197,46938220,9175.0,14.65,debt_consolidation,Fully Paid,36,C,2015-04-01
1198,1198,51977747,8000.0,13.33,debt_consolidation,Fully Paid,36,C,2015-06-01
1199,1199,49833677,10000.0,7.26,credit_card,Fully Paid,36,A,2015-05-01
1200,1200,50516281,9600.0,7.26,credit_card,Fully Paid,36,A,2015-06-01
1201,1201,51956207,5000.0,13.99,other,Fully Paid,36,C,2015-06-01
1202,1202,48625742,10500.0,21.67,car,Charged Off,60,E,2015-05-01
1203,1203,49893579,10000.0,16.99,credit_card,Fully Paid,36,D,2015-05-01
1204,1204,50496477,9000.0,12.69,debt_consolidation,Fully Paid,36,C,2015-05-01
1205,1205,49267484,20000.0,7.26,debt_consolidation,Fully Paid,36,A,2015-05-01
1206,1206,51166001,4200.0,12.69,debt_consolidation,Fully Paid,36,C,2015-06-01
1207,1207,49864089,19500.0,17.57,debt_consolidation,Fully Paid,60,D,2015-05-01
1208,1208,49159872,12000.0,11.53,credit_card,Fully Paid,60,B,2015-06-01
1209,1209,48606475,5000.0,12.69,home_improvement,Fully Paid,36,C,2015-05-01
1210,1210,46766105,25000.0,7.89,debt_consolidation,Fully Paid,60,A,2015-05-01
1211,1211,46845650,18000.0,5.93,credit_card,Charged Off,36,A,2015-05-01
1212,1212,49217490,15000.0,12.29,debt_consolidation,Fully Paid,36,C,2015-05-01
1213,1213,50576862,10000.0,17.86,vacation,Current,60,D,2015-06-01
1214,1214,49693212,8000.0,6.89,credit_card,Charged Off,36,A,2015-05-01
1215,1215,49663836,5000.0,13.33,debt_consolidation,Fully Paid,36,C,2015-06-01
1216,1216,49964002,6400.0,15.61,debt_consolidation,Fully Paid,36,D,2015-05-01
1217,1217,48525958,21000.0,6.39,credit_card,Fully Paid,36,A,2015-05-01
1218,1218,47747139,10000.0,15.61,credit_card,Fully Paid,60,D,2015-05-01
1219,1219,48715156,14400.0,8.18,credit_card,Fully Paid,36,B,2015-05-01
1220,1220,46547877,25000.0,12.69,credit_card,Fully Paid,36,C,2015-04-01
1221,1221,46682898,35000.0,13.99,debt_consolidation,Current,60,C,2015-05-01
1222,1222,51175971,8400.0,13.99,debt_consolidation,Charged Off,36,C,2015-06-01
1223,1223,48654197,14000.0,10.99,debt_consolidation,Charged Off,60,B,2015-05-01
1224,1224,49914416,34700.0,17.57,debt_consolidation,Fully Paid,60,D,2015-05-01
1225,1225,47767608,16000.0,12.69,debt_consolidation,Charged Off,60,C,2015-05-01
1226,1226,49026216,3000.0,6.92,credit_card,Fully Paid,36,A,2015-05-01
1227,1227,51316461,35000.0,12.29,debt_consolidation,Fully Paid,36,C,2015-06-01
1228,1228,48735406,11075.0,19.52,debt_consolidation,Charged Off,60,E,2015-05-01
1229,1229,49188720,25000.0,19.19,debt_consolidation,Current,60,E,2015-05-01
1230,1230,49683846,9775.0,12.69,debt_consolidation,Fully Paid,36,C,2015-05-01
1231,1231,50364149,30000.0,19.99,credit_card,Current,60,E,2015-06-01
1232,1232,50565533,25000.0,10.99,debt_consolidation,Fully Paid,60,B,2015-06-01
1233,1233,48010872,12800.0,7.89,credit_card,Fully Paid,36,A,2015-05-01
1234,1234,13878250,16000.0,7.89,credit_card,Fully Paid,36,A,2015-05-01
1235,1235,51146484,24000.0,16.55,debt_consolidation,Fully Paid,36,D,2015-06-01
1236,1236,50518764,5175.0,18.55,other,Fully Paid,36,E,2015-06-01
1237,1237,51436647,12000.0,15.61,debt_consolidation,Fully Paid,36,D,2015-06-01
1238,1238,50486331,20000.0,15.61,debt_consolidation,Charged Off,60,D,2015-06-01
1239,1239,46843278,28000.0,9.99,debt_consolidation,Current,60,B,2015-05-01
1240,1240,48806401,10000.0,13.99,credit_card,Fully Paid,60,C,2015-05-01
1241,1241,51986648,10000.0,9.99,debt_consolidation,Fully Paid,36,B,2015-06-01
1242,1242,48624582,10000.0,25.8,small_business,Fully Paid,60,G,2015-05-01
1243,1243,46664521,26400.0,13.99,home_improvement,Fully Paid,36,C,2015-05-01
1244,1244,46726224,11500.0,9.17,debt_consolidation,Fully Paid,36,B,2015-05-01
1245,1245,48160693,17800.0,19.52,small_business,Fully Paid,36,E,2015-05-01
1246,1246,48626460,10000.0,6.68,credit_card,Fully Paid,36,A,2015-05-01
1247,1247,51486745,5725.0,16.99,debt_consolidation,Fully Paid,36,D,2015-06-01
1248,1248,51327166,24000.0,12.29,debt_consolidation,Current,60,C,2015-06-01
1249,1249,51846474,16000.0,14.65,debt_consolidation,Current,60,C,2015-06-01
1250,1250,50718169,12000.0,13.99,debt_consolidation,Fully Paid,60,C,2015-06-01
1251,1251,49287522,15850.0,16.99,debt_consolidation,Fully Paid,60,D,2015-05-01
1252,1252,48121082,10500.0,12.69,debt_consolidation,Fully Paid,36,C,2015-05-01
1253,1253,50507467,10000.0,8.18,debt_consolidation,Fully Paid,36,B,2015-06-01
1254,1254,52006231,12000.0,9.17,credit_card,Fully Paid,36,B,2015-06-01
1255,1255,48574357,2800.0,13.99,medical,Fully Paid,36,C,2015-05-01
1256,1256,48514497,4000.0,16.55,debt_consolidation,Fully Paid,36,D,2015-05-01
1257,1257,48324574,10800.0,15.61,credit_card,Charged Off,60,D,2015-05-01
1258,1258,51416633,5000.0,8.18,debt_consolidation,Fully Paid,36,B,2015-06-01
1259,1259,48764715,14000.0,12.69,credit_card,Fully Paid,36,C,2015-05-01
1260,1260,48020475,10000.0,8.18,credit_card,Fully Paid,36,B,2015-05-01
1261,1261,46766301,20000.0,9.99,credit_card,Charged Off,60,B,2015-05-01
1262,1262,50536875,20000.0,13.33,debt_consolidation,Fully Paid,60,C,2015-06-01
1263,1263,49167924,6000.0,6.24,credit_card,Fully Paid,36,A,2015-05-01
1264,1264,51007434,9000.0,9.17,debt_consolidation,Fully Paid,36,B,2015-06-01
1265,1265,51408064,13500.0,6.24,debt_consolidation,Fully Paid,36,A,2015-06-01
1266,1266,47310862,7200.0,15.61,debt_consolidation,Fully Paid,36,D,2015-05-01
1267,1267,50506938,15000.0,11.53,debt_consolidation,Charged Off,36,B,2015-05-01
1268,1268,47654361,10000.0,12.29,credit_card,Fully Paid,36,C,2015-05-01
1269,1269,49943330,12900.0,16.55,credit_card,Fully Paid,60,D,2015-05-01
1270,1270,51466660,30000.0,11.53,debt_consolidation,Fully Paid,60,B,2015-06-01
1271,1271,51076867,30000.0,13.99,debt_consolidation,Current,60,C,2015-07-01
1272,1272,49036837,7000.0,11.53,debt_consolidation,Fully Paid,36,B,2015-05-01
1273,1273,51466903,12000.0,19.19,debt_consolidation,Current,60,E,2015-06-01
1274,1274,50163174,18475.0,17.57,debt_consolidation,Charged Off,60,D,2015-05-01
1275,1275,52026190,14700.0,9.17,debt_consolidation,Fully Paid,36,B,2015-06-01
1276,1276,47990906,12000.0,17.86,credit_card,Fully Paid,60,D,2015-05-01
1277,1277,51456787,35000.0,13.33,credit_card,Charged Off,60,C,2015-06-01
1278,1278,50627075,8000.0,11.53,debt_consolidation,Fully Paid,36,B,2015-06-01
1279,1279,49117334,15400.0,18.55,credit_card,Fully Paid,36,E,2015-05-01
1280,1280,48384793,19000.0,6.92,debt_consolidation,Fully Paid,36,A,2015-05-01
1281,1281,52027662,9600.0,9.99,debt_consolidation,Fully Paid,36,B,2015-06-01
1282,1282,50556459,7200.0,13.33,credit_card,Fully Paid,36,C,2015-05-01
1283,1283,49277142,18000.0,16.55,credit_card,Charged Off,60,D,2015-05-01
1284,1284,50507593,16550.0,15.61,debt_consolidation,Fully Paid,36,D,2015-05-01
1285,1285,50163193,9000.0,7.89,debt_consolidation,Fully Paid,36,A,2015-05-01
1286,1286,49713358,20000.0,17.86,debt_consolidation,Fully Paid,60,D,2015-05-01
1287,1287,50578035,8000.0,9.99,debt_consolidation,Fully Paid,36,B,2015-06-01
1288,1288,51025823,14000.0,17.57,debt_consolidation,Fully Paid,60,D,2015-06-01
1289,1289,50334095,27600.0,12.69,debt_consolidation,Fully Paid,60,C,2015-06-01
1290,1290,51996455,15000.0,15.61,debt_consolidation,Fully Paid,36,D,2015-06-01
1291,1291,50204147,21000.0,12.29,credit_card,Fully Paid,60,C,2015-06-01
1292,1292,46644846,10000.0,13.99,debt_consolidation,Current,60,C,2015-05-01
1293,1293,50577727,20000.0,6.89,debt_consolidation,Fully Paid,36,A,2015-06-01
1294,1294,50364273,10000.0,7.89,home_improvement,Fully Paid,36,A,2015-05-01
1295,1295,47179290,16800.0,9.17,credit_card,Fully Paid,60,B,2015-05-01
1296,1296,50014461,7525.0,16.99,debt_consolidation,Fully Paid,36,D,2015-05-01
1297,1297,46117725,20000.0,17.57,debt_consolidation,Charged Off,60,D,2015-05-01
1298,1298,48274672,12000.0,18.25,debt_consolidation,Charged Off,60,E,2015-05-01
1299,1299,51116031,7500.0,12.69,debt_consolidation,Fully Paid,36,C,2015-06-01
1300,1300,48120246,19000.0,18.84,debt_consolidation,Fully Paid,60,E,2015-05-01
1301,1301,48605122,25000.0,16.99,debt_consolidation,Fully Paid,36,D,2015-06-01
1302,1302,49953591,4000.0,8.18,debt_consolidation,Fully Paid,36,B,2015-05-01
1303,1303,47240508,5000.0,13.33,debt_consolidation,Fully Paid,36,C,2015-05-01
1304,1304,49955934,20800.0,19.99,debt_consolidation,Charged Off,60,E,2015-05-01
1305,1305,48161419,20000.0,21.67,debt_consolidation,Fully Paid,60,E,2015-05-01
1306,1306,49983818,10000.0,7.89,credit_card,Fully Paid,36,A,2015-05-01
1307,1307,49067898,19000.0,5.32,credit_card,Fully Paid,36,A,2015-05-01
1308,1308,48555781,25000.0,6.92,debt_consolidation,Charged Off,36,A,2015-05-01
1309,1309,46736288,7000.0,6.92,medical,Fully Paid,36,A,2015-05-01
1310,1310,48654273,35000.0,15.61,debt_consolidation,Fully Paid,60,D,2015-05-01
1311,1311,49037402,12000.0,13.33,other,Fully Paid,60,C,2015-05-01
1312,1312,51446142,6000.0,9.17,car,Fully Paid,36,B,2015-06-01
1313,1313,47179222,5000.0,15.61,small_business,Fully Paid,36,D,2015-05-01
1314,1314,47990217,16750.0,18.84,credit_card,Charged Off,60,E,2015-05-01
1315,1315,49903255,20000.0,7.26,debt_consolidation,Fully Paid,36,A,2015-05-01
1316,1316,47937264,21000.0,12.69,debt_consolidation,Fully Paid,36,C,2015-05-01
1317,1317,44693365,7000.0,9.99,credit_card,Fully Paid,36,B,2015-04-01
1318,1318,50655566,12500.0,12.69,debt_consolidation,Fully Paid,60,C,2015-05-01
1319,1319,48080439,11400.0,12.69,credit_card,Fully Paid,36,C,2015-05-01
1320,1320,46348271,8000.0,9.17,debt_consolidation,Fully Paid,36,B,2015-05-01
1321,1321,48010331,28000.0,8.18,debt_consolidation,Fully Paid,36,B,2015-05-01
1322,1322,52026261,20000.0,18.25,debt_consolidation,Current,60,E,2015-06-01
1323,1323,48836453,10000.0,14.65,debt_consolidation,Fully Paid,36,C,2015-05-01
1324,1324,49873182,14400.0,11.53,debt_consolidation,Current,60,B,2015-05-01
1325,1325,50024013,9000.0,8.18,debt_consolidation,Fully Paid,36,B,2015-05-01
1326,1326,49893148,25000.0,18.25,debt_consolidation,Charged Off,60,E,2015-05-01
1327,1327,44026427,17000.0,10.99,debt_consolidation,Fully Paid,36,B,2015-04-01
1328,1328,46822600,25000.0,5.93,credit_card,Fully Paid,36,A,2015-04-01
1329,1329,46486428,15000.0,15.61,debt_consolidation,Fully Paid,60,D,2015-05-01
1330,1330,46447637,9000.0,17.86,other,Charged Off,36,D,2015-04-01
1331,1331,43449709,6000.0,7.89,car,Charged Off,36,A,2015-04-01
1332,1332,43449841,20400.0,6.92,debt_consolidation,Fully Paid,36,A,2015-03-01
1333,1333,46507770,7950.0,14.65,debt_consolidation,Fully Paid,36,C,2015-04-01
1334,1334,42474115,21000.0,6.39,debt_consolidation,Fully Paid,36,A,2015-03-01
1335,1335,46704734,10000.0,14.65,debt_consolidation,Fully Paid,36,C,2015-04-01
1336,1336,44125557,5500.0,10.99,debt_consolidation,Fully Paid,36,B,2015-03-01
1337,1337,43569890,17050.0,16.99,debt_consolidation,Fully Paid,36,D,2015-03-01
1338,1338,43155916,17000.0,7.89,credit_card,Fully Paid,60,A,2015-03-01
1339,1339,46651645,14375.0,21.67,debt_consolidation,Charged Off,60,E,2015-04-01
1340,1340,46643878,23925.0,23.99,house,Fully Paid,60,F,2015-05-01
1341,1341,46264592,10000.0,10.99,debt_consolidation,Fully Paid,36,B,2015-04-01
1342,1342,44583690,7000.0,10.99,home_improvement,Fully Paid,36,B,2015-04-01
1343,1343,45754380,11850.0,14.65,home_improvement,Charged Off,60,C,2015-04-01
1344,1344,44077605,4000.0,13.33,debt_consolidation,Fully Paid,36,C,2015-04-01
1345,1345,46496913,10000.0,6.92,debt_consolidation,Fully Paid,36,A,2015-04-01
1346,1346,46547265,18000.0,10.99,credit_card,Charged Off,36,B,2015-04-01
1347,1347,46350031,5275.0,16.99,car,Fully Paid,36,D,2015-04-01
1348,1348,46386152,11075.0,15.61,home_improvement,Fully Paid,36,D,2015-04-01
1349,1349,46644387,12000.0,18.25,other,Charged Off,36,E,2015-05-01
1350,1350,46556617,15000.0,6.39,credit_card,Fully Paid,36,A,2015-04-01
1351,1351,46567030,16000.0,6.39,credit_card,Fully Paid,36,A,2015-04-01
1352,1352,44896313,5000.0,10.99,other,Fully Paid,36,B,2015-04-01
1353,1353,43580039,23000.0,12.69,debt_consolidation,Fully Paid,36,C,2015-03-01
1354,1354,44563423,21000.0,9.99,debt_consolidation,Fully Paid,36,B,2015-04-01
1355,1355,43800191,30000.0,7.89,debt_consolidation,Fully Paid,36,A,2015-04-01
1356,1356,44078298,10000.0,6.92,credit_card,Fully Paid,36,A,2015-04-01
1357,1357,43985232,11925.0,16.99,debt_consolidation,Fully Paid,36,D,2015-03-01
1358,1358,43390567,8000.0,10.99,moving,Fully Paid,36,B,2015-04-01
1359,1359,46724269,7200.0,9.99,credit_card,Fully Paid,36,B,2015-04-01
1360,1360,46775050,11000.0,9.17,debt_consolidation,Current,60,B,2015-04-01
