CustomerID,Name,AnnualIncome,EmploymentLength,CreditScore,HomeOwnership,State,VerificationStatus
2421,Customer_119331928,75000.0,10.0,717,OWN,NY,Not Verified
2422,Customer_118663896,65000.0,0.0,667,RENT,UT,Not Verified
2423,Customer_126000339,275000.0,4.0,697,MORTGAGE,FL,Source Verified
2424,Customer_119290934,118500.0,2.0,667,MORTGAGE,VA,Verified
2425,Customer_119957644,62700.0,9.0,662,RENT,CA,Not Verified
2426,Customer_119300971,12000.0,,682,MORTGAGE,OR,Not Verified
2427,Customer_127309126,74000.0,10.0,682,OWN,TX,Source Verified
2428,Customer_120040037,55000.0,6.0,697,RENT,VT,Not Verified
2429,Customer_125940035,100000.0,,732,RENT,CA,Source Verified
2430,Customer_126496830,55000.0,5.0,782,RENT,FL,Source Verified
2431,Customer_126503715,68000.0,10.0,757,MORTGAGE,IL,Verified
2432,Customer_113484002,55000.0,,672,MORTGAGE,SC,Source Verified
2433,Customer_118211196,56000.0,10.0,662,MORTGAGE,TX,Source Verified
2434,Customer_119198761,126769.0,0.0,682,MORTGAGE,CA,Not Verified
2435,Customer_117873582,70000.0,10.0,732,MORTGAGE,TX,Not Verified
2436,Customer_115230568,32100.0,1.0,682,RENT,KY,Source Verified
2437,Customer_115707557,65000.0,6.0,802,MORTGAGE,FL,Not Verified
2438,Customer_118284688,70000.0,7.0,742,RENT,NJ,Not Verified
2439,Customer_115436280,60000.0,6.0,687,RENT,FL,Not Verified
2440,Customer_115701000,60000.0,0.0,707,RENT,TX,Not Verified
2441,Customer_116747273,78500.0,0.0,747,MORTGAGE,AZ,Not Verified
2442,Customer_115105039,12000.0,,677,RENT,GA,Verified
2443,Customer_116821666,42000.0,4.0,667,MORTGAGE,GA,Verified
2444,Customer_118636730,45000.0,3.0,752,OWN,TX,Not Verified
2445,Customer_119224602,49000.0,3.0,662,MORTGAGE,MA,Not Verified
2446,Customer_117870404,58240.0,1.0,702,MORTGAGE,KS,Verified
2447,Customer_117199798,78000.0,10.0,772,MORTGAGE,SC,Source Verified
2448,Customer_118180907,85000.0,10.0,692,RENT,OH,Not Verified
2449,Customer_116798858,43000.0,7.0,717,MORTGAGE,IL,Not Verified
2450,Customer_118258632,96000.0,10.0,692,MORTGAGE,OH,Not Verified
2451,Customer_116736577,17650.0,,702,RENT,VA,Source Verified
2452,Customer_117795952,40000.0,0.0,677,MORTGAGE,ID,Source Verified
2453,Customer_117876919,65000.0,0.0,697,MORTGAGE,MA,Source Verified
2454,Customer_118680140,115000.0,10.0,782,MORTGAGE,MI,Source Verified
2455,Customer_118125757,32000.0,6.0,667,RENT,MO,Not Verified
2456,Customer_118214448,104000.0,9.0,697,MORTGAGE,CT,Source Verified
2457,Customer_116475612,62000.0,10.0,677,MORTGAGE,IL,Source Verified
2458,Customer_116250354,22000.0,,712,OWN,KS,Not Verified
2459,Customer_116606171,100000.0,0.0,682,RENT,NJ,Verified
2460,Customer_115398495,125000.0,8.0,722,RENT,NY,Source Verified
2461,Customer_116646407,110000.0,10.0,667,RENT,NY,Not Verified
2462,Customer_116823203,50000.0,9.0,697,MORTGAGE,NY,Source Verified
2463,Customer_117270566,78100.0,10.0,677,MORTGAGE,SC,Source Verified
2464,Customer_118648286,60000.0,10.0,717,MORTGAGE,TN,Not Verified
2465,Customer_118214886,95000.0,3.0,667,MORTGAGE,NC,Not Verified
2466,Customer_114180216,31000.0,10.0,702,MORTGAGE,NV,Verified
2467,Customer_117048886,65000.0,10.0,692,MORTGAGE,MA,Not Verified
2468,Customer_115349445,52000.0,1.0,672,MORTGAGE,TX,Not Verified
2469,Customer_115578044,72000.0,4.0,712,OWN,GA,Source Verified
2470,Customer_115374589,92000.0,10.0,677,MORTGAGE,NY,Source Verified
2471,Customer_117936967,105000.0,3.0,677,OWN,NJ,Source Verified
2472,Customer_116645657,45000.0,0.0,692,RENT,CA,Not Verified
2473,Customer_117583921,61000.0,2.0,707,MORTGAGE,CT,Source Verified
2474,Customer_118173334,125000.0,10.0,692,MORTGAGE,CA,Verified
2475,Customer_114954661,62000.0,10.0,662,MORTGAGE,WA,Verified
2476,Customer_116836301,55000.0,3.0,687,RENT,FL,Source Verified
2477,Customer_116745865,40000.0,3.0,667,RENT,FL,Verified
2478,Customer_117956246,32000.0,1.0,692,RENT,OR,Not Verified
2479,Customer_117201827,35000.0,1.0,707,MORTGAGE,NC,Source Verified
2480,Customer_116823113,200000.0,0.0,667,RENT,FL,Verified
2481,Customer_117627715,193000.0,7.0,672,MORTGAGE,NY,Verified
2482,Customer_117212233,70000.0,0.0,667,MORTGAGE,MA,Source Verified
2483,Customer_116625352,49000.0,5.0,667,MORTGAGE,TX,Source Verified
2484,Customer_118647704,30000.0,0.0,757,RENT,NY,Not Verified
2485,Customer_115700502,65000.0,10.0,697,RENT,KS,Verified
2486,Customer_118125803,78000.0,5.0,717,MORTGAGE,FL,Verified
2487,Customer_115477351,78000.0,7.0,667,MORTGAGE,FL,Not Verified
2488,Customer_116828048,50000.0,7.0,682,RENT,NY,Source Verified
2489,Customer_112931678,72000.0,10.0,662,RENT,CT,Verified
2490,Customer_115587942,81578.0,10.0,717,MORTGAGE,OH,Verified
2491,Customer_118154266,84000.0,1.0,677,RENT,CO,Verified
2492,Customer_118037527,45000.0,5.0,672,RENT,CA,Source Verified
2493,Customer_119239773,40000.0,10.0,667,MORTGAGE,ND,Source Verified
2494,Customer_117581168,112000.0,2.0,697,MORTGAGE,PA,Not Verified
2495,Customer_116856586,284700.0,1.0,697,MORTGAGE,NJ,Verified
2496,Customer_116835600,60000.0,,677,MORTGAGE,TX,Not Verified
2497,Customer_117842362,45000.0,5.0,732,RENT,IL,Not Verified
2498,Customer_118173095,69000.0,4.0,722,OWN,TX,Not Verified
2499,Customer_115689133,40000.0,10.0,727,MORTGAGE,CA,Source Verified
2500,Customer_115689515,60000.0,0.0,702,RENT,CA,Not Verified
2501,Customer_115677527,34000.0,2.0,667,RENT,MA,Not Verified
2502,Customer_118275373,106000.0,10.0,722,OWN,TX,Not Verified
2503,Customer_116476264,85000.0,2.0,677,MORTGAGE,VA,Verified
2504,Customer_115394839,75000.0,2.0,667,MORTGAGE,IN,Source Verified
2505,Customer_117210122,85000.0,10.0,697,OWN,MO,Source Verified
2506,Customer_115527780,45000.0,2.0,682,RENT,AZ,Source Verified
2507,Customer_115401860,170000.0,2.0,687,MORTGAGE,FL,Verified
2508,Customer_116816939,104000.0,0.0,822,MORTGAGE,MA,Not Verified
2509,Customer_118675263,61276.0,3.0,672,RENT,CA,Not Verified
2510,Customer_118150989,65000.0,0.0,702,MORTGAGE,OH,Source Verified
2511,Customer_118226368,55000.0,10.0,827,MORTGAGE,MI,Not Verified
2512,Customer_117218559,90000.0,5.0,712,MORTGAGE,FL,Verified
2513,Customer_118181083,70000.0,2.0,687,RENT,AZ,Source Verified
2514,Customer_115390557,200000.0,10.0,727,MORTGAGE,AR,Source Verified
2515,Customer_117149047,56000.0,10.0,707,RENT,CA,Not Verified
2516,Customer_115468195,65000.0,8.0,672,MORTGAGE,NY,Source Verified
2517,Customer_113544271,135000.0,10.0,812,MORTGAGE,CA,Verified
2518,Customer_115717977,35000.0,3.0,662,RENT,NJ,Verified
2519,Customer_115401578,60000.0,10.0,722,MORTGAGE,GA,Not Verified
2520,Customer_116768259,40000.0,,672,MORTGAGE,ID,Source Verified
2521,Customer_118258679,96000.0,,742,MORTGAGE,NC,Not Verified
2522,Customer_118328435,45000.0,10.0,667,RENT,MI,Source Verified
2523,Customer_113759357,21000.0,4.0,677,RENT,CA,Not Verified
2524,Customer_117557215,160000.0,4.0,672,RENT,FL,Source Verified
2525,Customer_117206177,55000.0,10.0,667,OWN,ID,Source Verified
2526,Customer_118150078,150000.0,10.0,682,OWN,NJ,Source Verified
2527,Customer_118279015,156000.0,7.0,677,RENT,MO,Verified
2528,Customer_116647199,80000.0,3.0,662,RENT,AR,Not Verified
2529,Customer_117040639,98000.0,10.0,747,OWN,CA,Not Verified
2530,Customer_117875478,79000.0,2.0,702,RENT,WA,Not Verified
2531,Customer_114166843,12000.0,,687,RENT,RI,Not Verified
2532,Customer_118241400,65000.0,10.0,702,MORTGAGE,IL,Not Verified
2533,Customer_117243265,63531.0,10.0,722,MORTGAGE,CO,Not Verified
2534,Customer_117032773,185000.0,0.0,747,MORTGAGE,OH,Not Verified
2535,Customer_114238128,42000.0,,667,OWN,TX,Not Verified
2536,Customer_115729417,35000.0,2.0,662,MORTGAGE,NC,Source Verified
2537,Customer_116713896,140000.0,4.0,687,MORTGAGE,IN,Verified
2538,Customer_116959522,74000.0,6.0,702,MORTGAGE,MO,Verified
2539,Customer_117891613,72000.0,10.0,762,MORTGAGE,MA,Not Verified
2540,Customer_117223923,138000.0,4.0,747,MORTGAGE,TX,Verified
2541,Customer_117807011,45000.0,,767,RENT,CA,Not Verified
2542,Customer_117196091,182000.0,10.0,667,MORTGAGE,CA,Source Verified
2543,Customer_116245824,100000.0,0.0,662,MORTGAGE,MO,Source Verified
2544,Customer_115095391,35000.0,1.0,667,RENT,KY,Verified
2545,Customer_116810966,79000.0,4.0,732,RENT,NY,Source Verified
2546,Customer_115688229,51000.0,5.0,692,OWN,OH,Not Verified
2547,Customer_114102132,28032.0,10.0,722,OWN,OR,Source Verified
2548,Customer_117562814,60000.0,10.0,687,MORTGAGE,MN,Not Verified
2549,Customer_116735156,100000.0,6.0,662,RENT,CA,Source Verified
2550,Customer_117270857,45738.0,8.0,757,MORTGAGE,TX,Not Verified
2551,Customer_115703701,167000.0,3.0,667,RENT,LA,Source Verified
2552,Customer_116885857,4000000.0,10.0,762,MORTGAGE,UT,Source Verified
2553,Customer_117978962,32000.0,10.0,677,MORTGAGE,OH,Not Verified
2554,Customer_114513450,85000.0,10.0,682,RENT,TX,Verified
2555,Customer_117192302,35000.0,0.0,767,RENT,PA,Not Verified
2556,Customer_118154245,89156.0,10.0,662,MORTGAGE,MD,Source Verified
2557,Customer_115608062,176000.0,9.0,667,MORTGAGE,NY,Source Verified
2558,Customer_117756674,120000.0,10.0,737,MORTGAGE,CA,Verified
2559,Customer_116264417,81000.0,9.0,692,OWN,NY,Source Verified
2560,Customer_116776090,50000.0,10.0,677,MORTGAGE,OR,Not Verified
2561,Customer_116774982,46000.0,10.0,737,RENT,WI,Not Verified
2562,Customer_118205995,52575.0,3.0,692,RENT,OK,Source Verified
2563,Customer_118603396,56000.0,10.0,742,RENT,TX,Source Verified
2564,Customer_118178470,65000.0,3.0,737,OWN,VA,Not Verified
2565,Customer_114202389,135000.0,4.0,757,MORTGAGE,CA,Verified
2566,Customer_117058419,48000.0,4.0,677,MORTGAGE,TX,Not Verified
2567,Customer_117888690,70000.0,1.0,727,RENT,NY,Not Verified
2568,Customer_116443802,73000.0,5.0,772,MORTGAGE,MO,Verified
2569,Customer_116880486,109000.0,1.0,687,MORTGAGE,NJ,Verified
2570,Customer_115230846,58900.0,,732,MORTGAGE,TX,Not Verified
2571,Customer_116271619,26000.0,2.0,662,MORTGAGE,AZ,Not Verified
2572,Customer_116815248,20000.0,1.0,667,OWN,CA,Source Verified
2573,Customer_118604503,95000.0,7.0,692,RENT,NY,Verified
2574,Customer_118646245,50000.0,10.0,702,RENT,FL,Not Verified
2575,Customer_118308690,35000.0,1.0,677,RENT,NY,Not Verified
2576,Customer_118159397,220000.0,10.0,697,RENT,NY,Not Verified
2577,Customer_117615489,52000.0,4.0,687,RENT,FL,Not Verified
2578,Customer_116565910,55992.0,6.0,687,RENT,DE,Not Verified
2579,Customer_118282996,185000.0,7.0,707,MORTGAGE,MI,Source Verified
2580,Customer_118639131,105000.0,3.0,712,MORTGAGE,NV,Source Verified
2581,Customer_116686404,20000.0,10.0,707,RENT,MI,Verified
2582,Customer_116615553,75000.0,4.0,662,RENT,WI,Source Verified
2583,Customer_116606535,116000.0,10.0,687,MORTGAGE,AZ,Source Verified
2584,Customer_118269992,70000.0,10.0,687,OWN,WI,Verified
2585,Customer_116678911,39000.0,6.0,707,OWN,MI,Source Verified
2586,Customer_115689686,85696.0,2.0,717,MORTGAGE,IN,Verified
2587,Customer_113397926,30000.0,3.0,667,MORTGAGE,IL,Source Verified
2588,Customer_118193577,28000.0,4.0,692,RENT,IL,Not Verified
2589,Customer_115717029,40000.0,0.0,712,MORTGAGE,PA,Source Verified
2590,Customer_118040728,45000.0,2.0,742,RENT,CA,Not Verified
2591,Customer_118632661,59693.0,5.0,707,MORTGAGE,MA,Not Verified
2592,Customer_115434942,38000.0,2.0,662,OWN,TX,Source Verified
2593,Customer_118157505,50000.0,10.0,662,MORTGAGE,AK,Source Verified
2594,Customer_114417325,50000.0,10.0,687,RENT,TX,Source Verified
2595,Customer_117216659,38000.0,2.0,687,RENT,OR,Source Verified
2596,Customer_118315366,90000.0,4.0,737,MORTGAGE,MT,Verified
2597,Customer_118311091,31200.0,0.0,697,MORTGAGE,NC,Not Verified
2598,Customer_116723917,94644.0,10.0,667,MORTGAGE,NM,Verified
2599,Customer_118330489,36000.0,6.0,662,MORTGAGE,OK,Source Verified
2600,Customer_117408832,100000.0,3.0,662,RENT,AZ,Source Verified
2601,Customer_118135955,20000.0,1.0,697,MORTGAGE,SC,Source Verified
2602,Customer_115647746,43000.0,1.0,677,RENT,CA,Source Verified
2603,Customer_117271013,30000.0,4.0,667,RENT,PA,Source Verified
2604,Customer_118184964,50000.0,0.0,752,MORTGAGE,AR,Verified
2605,Customer_116885286,65000.0,0.0,697,MORTGAGE,NE,Not Verified
2606,Customer_116251902,33000.0,,752,MORTGAGE,AZ,Source Verified
2607,Customer_119237479,90000.0,,682,OWN,CO,Not Verified
2608,Customer_118125418,56000.0,2.0,667,MORTGAGE,MN,Source Verified
2609,Customer_116938153,135000.0,4.0,712,MORTGAGE,PA,Verified
2610,Customer_118186789,135000.0,10.0,732,MORTGAGE,TX,Verified
2611,Customer_117837164,78000.0,10.0,737,MORTGAGE,AZ,Not Verified
2612,Customer_117597034,30000.0,5.0,662,MORTGAGE,IL,Not Verified
2613,Customer_117756668,57000.0,8.0,667,RENT,OK,Not Verified
2614,Customer_118334271,102000.0,9.0,762,OWN,NC,Not Verified
2615,Customer_117888745,100000.0,,752,MORTGAGE,CA,Not Verified
2616,Customer_118676803,100000.0,1.0,772,OWN,ME,Not Verified
2617,Customer_117890567,50000.0,5.0,742,RENT,TX,Not Verified
2618,Customer_115358678,69000.0,7.0,662,MORTGAGE,AR,Verified
2619,Customer_117269967,50000.0,2.0,662,OWN,IL,Source Verified
2620,Customer_113849164,67000.0,10.0,802,MORTGAGE,SC,Not Verified
2621,Customer_115493589,192000.0,10.0,687,MORTGAGE,CA,Not Verified
2622,Customer_115386105,150000.0,5.0,712,MORTGAGE,IL,Not Verified
2623,Customer_112968248,65000.0,10.0,662,RENT,HI,Source Verified
2624,Customer_115507427,50000.0,0.0,662,MORTGAGE,IL,Verified
2625,Customer_117274277,45000.0,6.0,717,MORTGAGE,CA,Not Verified
2626,Customer_115680821,82000.0,2.0,667,MORTGAGE,NC,Verified
2627,Customer_116544095,110000.0,6.0,737,RENT,NY,Verified
2628,Customer_117202926,75000.0,6.0,707,MORTGAGE,CA,Source Verified
2629,Customer_115415065,50000.0,,692,RENT,KS,Source Verified
2630,Customer_116758006,78000.0,10.0,707,MORTGAGE,GA,Verified
2631,Customer_113844821,94000.0,7.0,707,MORTGAGE,NY,Not Verified
2632,Customer_117271308,47000.0,10.0,667,OWN,MD,Verified
2633,Customer_117197415,135000.0,10.0,697,MORTGAGE,AK,Source Verified
2634,Customer_115381872,50000.0,7.0,672,MORTGAGE,NJ,Source Verified
2635,Customer_115395135,32000.0,3.0,692,OWN,IL,Not Verified
2636,Customer_115423338,41919.83,6.0,692,RENT,UT,Source Verified
2637,Customer_115258017,68000.0,10.0,677,RENT,NY,Source Verified
2638,Customer_118315374,46212.0,5.0,697,RENT,NY,Source Verified
2639,Customer_114228396,65000.0,10.0,707,RENT,VT,Not Verified
2640,Customer_116248282,42000.0,3.0,702,RENT,WA,Not Verified
2641,Customer_116610943,56000.0,4.0,672,RENT,MN,Source Verified
2642,Customer_113832312,84000.0,5.0,747,RENT,WA,Not Verified
2643,Customer_115080493,30000.0,4.0,662,RENT,CO,Source Verified
2644,Customer_117229278,82000.0,10.0,732,MORTGAGE,TN,Verified
2645,Customer_115701399,41600.0,0.0,667,RENT,TX,Not Verified
2646,Customer_115237015,15600.0,,687,OWN,MI,Verified
2647,Customer_115388533,68000.0,2.0,752,RENT,TX,Not Verified
2648,Customer_117272801,82000.0,10.0,717,MORTGAGE,CT,Verified
2649,Customer_113204838,65000.0,8.0,672,MORTGAGE,NJ,Source Verified
2650,Customer_117228763,185000.0,5.0,787,OWN,VA,Not Verified
2651,Customer_117232698,120000.0,10.0,662,OWN,NJ,Source Verified
2652,Customer_116713928,144000.0,4.0,712,RENT,CA,Verified
2653,Customer_113035520,40000.0,0.0,717,MORTGAGE,WI,Verified
2654,Customer_115075460,45000.0,3.0,677,RENT,MI,Not Verified
2655,Customer_115081383,130000.0,0.0,667,MORTGAGE,MS,Source Verified
2656,Customer_114789417,42000.0,3.0,672,MORTGAGE,VA,Verified
2657,Customer_113067018,75800.0,8.0,687,MORTGAGE,NC,Verified
2658,Customer_112456009,38000.0,10.0,682,RENT,MO,Not Verified
2659,Customer_115059403,75000.0,10.0,662,MORTGAGE,TX,Source Verified
2660,Customer_112433650,30000.0,,737,OWN,OH,Verified
2661,Customer_115090806,105000.0,5.0,662,MORTGAGE,TX,Source Verified
2662,Customer_112791813,52050.0,5.0,702,MORTGAGE,MI,Source Verified
2663,Customer_111837372,25000.0,,777,OWN,CO,Verified
2664,Customer_113025099,55000.0,10.0,757,MORTGAGE,TN,Not Verified
2665,Customer_115078267,30000.0,3.0,677,RENT,FL,Source Verified
2666,Customer_115056043,100000.0,3.0,717,OWN,TX,Source Verified
2667,Customer_113534138,13400.0,,677,OWN,CO,Verified
2668,Customer_112381221,74712.86,,682,MORTGAGE,WI,Verified
2669,Customer_112899787,43000.0,6.0,732,RENT,TX,Not Verified
2670,Customer_113076153,37440.0,0.0,662,MORTGAGE,MS,Verified
2671,Customer_114201835,70000.0,10.0,667,MORTGAGE,MA,Not Verified
2672,Customer_113828845,75600.0,10.0,692,OWN,CA,Source Verified
2673,Customer_113542987,50000.0,3.0,682,MORTGAGE,FL,Source Verified
2674,Customer_113972968,65000.0,2.0,702,OWN,GA,Verified
2675,Customer_115159424,83000.0,10.0,697,MORTGAGE,WI,Source Verified
2676,Customer_112990270,69000.0,5.0,682,MORTGAGE,OR,Source Verified
2677,Customer_114157885,70000.0,10.0,662,RENT,NY,Not Verified
2678,Customer_113659086,75000.0,6.0,702,MORTGAGE,TX,Source Verified
2679,Customer_112798041,165000.0,8.0,732,MORTGAGE,VA,Source Verified
2680,Customer_113416567,29000.0,,672,MORTGAGE,MI,Not Verified
2681,Customer_111674605,38000.0,10.0,667,MORTGAGE,AZ,Verified
2682,Customer_112380544,115000.0,10.0,667,MORTGAGE,MI,Verified
2683,Customer_113038310,27000.0,1.0,792,RENT,MN,Not Verified
2684,Customer_113846552,62500.0,10.0,697,RENT,CT,Not Verified
2685,Customer_115256018,40000.0,,817,OWN,PA,Not Verified
2686,Customer_115178258,50000.0,2.0,707,MORTGAGE,LA,Source Verified
2687,Customer_112148854,35000.0,0.0,722,MORTGAGE,NC,Verified
2688,Customer_114139136,65000.0,10.0,777,MORTGAGE,FL,Not Verified
2689,Customer_112054845,47000.0,0.0,692,MORTGAGE,MI,Source Verified
2690,Customer_112219529,62000.0,3.0,662,RENT,KS,Not Verified
2691,Customer_111911564,56000.0,0.0,732,RENT,TX,Source Verified
2692,Customer_114507003,129000.0,2.0,742,MORTGAGE,MO,Verified
2693,Customer_112754384,108000.0,3.0,777,MORTGAGE,TN,Not Verified
2694,Customer_113428153,52000.0,3.0,672,RENT,IN,Source Verified
2695,Customer_115078487,103000.0,10.0,732,RENT,CA,Not Verified
2696,Customer_113052515,45000.0,7.0,697,OWN,CA,Verified
2697,Customer_112438324,50000.0,0.0,702,RENT,FL,Verified
2698,Customer_112134341,30000.0,8.0,787,RENT,CA,Source Verified
2699,Customer_114513127,180000.0,7.0,757,MORTGAGE,MI,Not Verified
2700,Customer_113809576,83700.0,5.0,707,RENT,TX,Source Verified
2701,Customer_111873628,96000.0,10.0,702,OWN,NY,Not Verified
2702,Customer_114187154,65000.0,8.0,687,MORTGAGE,MA,Not Verified
2703,Customer_113092250,122000.0,10.0,742,MORTGAGE,NY,Verified
2704,Customer_113045397,45623.0,,727,OWN,GA,Not Verified
2705,Customer_115383854,89000.0,9.0,667,MORTGAGE,AZ,Source Verified
2706,Customer_111591970,67000.0,10.0,727,MORTGAGE,AL,Not Verified
2707,Customer_113639651,38000.0,2.0,692,RENT,CA,Source Verified
2708,Customer_111797043,65000.0,10.0,667,MORTGAGE,IL,Not Verified
2709,Customer_113123542,22000.0,7.0,702,RENT,NY,Source Verified
2710,Customer_112746286,61000.0,9.0,672,RENT,NC,Not Verified
2711,Customer_112707441,70000.0,4.0,692,MORTGAGE,MI,Source Verified
2712,Customer_113831467,50000.0,2.0,682,MORTGAGE,NH,Verified
2713,Customer_115086113,185000.0,5.0,687,OWN,GA,Source Verified
2714,Customer_115190636,60000.0,0.0,687,RENT,NY,Not Verified
2715,Customer_113835935,80000.0,10.0,707,MORTGAGE,TX,Not Verified
2716,Customer_113082314,34000.0,4.0,687,RENT,MN,Verified
2717,Customer_113050776,85000.0,5.0,757,MORTGAGE,FL,Not Verified
2718,Customer_113850098,80000.0,7.0,667,MORTGAGE,NC,Source Verified
2719,Customer_113983689,110000.0,10.0,667,MORTGAGE,MI,Verified
2720,Customer_113163819,39000.0,5.0,667,RENT,AZ,Source Verified
2721,Customer_111730129,155000.0,2.0,662,RENT,CA,Verified
2722,Customer_111581762,43000.0,10.0,712,MORTGAGE,IL,Source Verified
2723,Customer_114781592,92000.0,10.0,717,MORTGAGE,PA,Not Verified
2724,Customer_114148107,65800.0,3.0,702,MORTGAGE,MN,Not Verified
2725,Customer_112135888,104500.0,10.0,662,RENT,NJ,Source Verified
2726,Customer_113523944,115000.0,9.0,717,MORTGAGE,IL,Source Verified
2727,Customer_111866786,96000.0,10.0,737,MORTGAGE,UT,Verified
2728,Customer_111859098,150000.0,3.0,807,OWN,AZ,Not Verified
2729,Customer_113165199,26000.0,,737,RENT,MO,Source Verified
2730,Customer_115254926,110000.0,10.0,692,MORTGAGE,TX,Source Verified
2731,Customer_113611117,49000.0,10.0,717,MORTGAGE,MT,Not Verified
2732,Customer_115045819,75000.0,10.0,722,MORTGAGE,OH,Source Verified
2733,Customer_114074026,35000.0,10.0,662,RENT,CA,Source Verified
2734,Customer_113123623,87000.0,0.0,692,MORTGAGE,CA,Verified
2735,Customer_113492746,55000.0,10.0,662,MORTGAGE,AL,Source Verified
2736,Customer_113517180,150000.0,10.0,712,RENT,NY,Source Verified
2737,Customer_112968866,58000.0,5.0,762,RENT,CA,Source Verified
2738,Customer_111827242,35000.0,3.0,717,MORTGAGE,RI,Not Verified
2739,Customer_113054698,50000.0,,707,RENT,NY,Not Verified
2740,Customer_111957832,76000.0,10.0,672,RENT,CA,Not Verified
2741,Customer_113521246,92000.0,0.0,737,MORTGAGE,CA,Not Verified
2742,Customer_115367096,40000.0,,702,MORTGAGE,MD,Not Verified
2743,Customer_115074671,75000.0,4.0,687,OWN,NJ,Source Verified
2744,Customer_112711023,22000.0,4.0,672,RENT,NV,Source Verified
2745,Customer_115073577,185000.0,10.0,677,MORTGAGE,FL,Source Verified
2746,Customer_113386824,52000.0,4.0,667,RENT,CT,Source Verified
2747,Customer_114113037,52000.0,1.0,677,MORTGAGE,TX,Source Verified
2748,Customer_115382370,110000.0,6.0,677,RENT,TX,Source Verified
2749,Customer_112739437,126000.0,8.0,782,MORTGAGE,MS,Not Verified
2750,Customer_113679263,83640.0,10.0,662,RENT,CA,Source Verified
2751,Customer_113549344,95000.0,2.0,722,MORTGAGE,MN,Source Verified
2752,Customer_113519820,90000.0,5.0,697,MORTGAGE,NC,Source Verified
2753,Customer_114770707,65000.0,7.0,757,MORTGAGE,NV,Not Verified
2754,Customer_113551602,204000.0,8.0,757,MORTGAGE,WA,Source Verified
2755,Customer_112910984,157500.0,10.0,722,RENT,TX,Not Verified
2756,Customer_112875553,40000.0,,777,MORTGAGE,VA,Not Verified
2757,Customer_112625560,81000.0,3.0,762,MORTGAGE,UT,Not Verified
2758,Customer_113086825,140000.0,0.0,727,RENT,IL,Verified
2759,Customer_113549543,63000.0,8.0,717,RENT,OH,Source Verified
2760,Customer_111817061,17800.0,,732,RENT,WA,Verified
2761,Customer_113338002,54659.0,10.0,667,RENT,CT,Source Verified
2762,Customer_115097941,155000.0,5.0,767,MORTGAGE,CO,Not Verified
2763,Customer_113846147,114000.0,2.0,707,MORTGAGE,MI,Not Verified
2764,Customer_111987929,45000.0,6.0,707,MORTGAGE,IN,Not Verified
2765,Customer_113100139,42000.0,10.0,662,RENT,CA,Source Verified
2766,Customer_113050823,5940.0,,682,OWN,TX,Verified
2767,Customer_112025958,45000.0,6.0,662,MORTGAGE,OH,Not Verified
2768,Customer_111968180,54000.0,10.0,707,RENT,NJ,Verified
2769,Customer_114236586,40480.0,,682,MORTGAGE,AZ,Verified
2770,Customer_113010423,70000.0,1.0,697,RENT,IN,Verified
2771,Customer_113557413,47000.0,3.0,692,RENT,CA,Verified
2772,Customer_113009129,30000.0,5.0,732,MORTGAGE,IL,Not Verified
2773,Customer_112074097,70000.0,0.0,662,RENT,MA,Source Verified
2774,Customer_113161623,52400.0,1.0,677,MORTGAGE,MN,Source Verified
2775,Customer_113122640,47000.0,6.0,742,RENT,PA,Source Verified
2776,Customer_113541431,200000.0,10.0,677,MORTGAGE,NV,Not Verified
2777,Customer_113843526,50000.0,2.0,692,RENT,NH,Source Verified
2778,Customer_113543329,120000.0,10.0,702,MORTGAGE,NY,Verified
2779,Customer_113780222,50000.0,2.0,677,RENT,MA,Not Verified
2780,Customer_112506234,36900.0,3.0,672,OWN,TX,Not Verified
2781,Customer_112911035,65000.0,4.0,762,RENT,AL,Not Verified
2782,Customer_113216990,42000.0,10.0,677,RENT,NY,Not Verified
2783,Customer_113277118,65000.0,10.0,707,MORTGAGE,TX,Verified
2784,Customer_113163198,90000.0,7.0,727,MORTGAGE,CO,Source Verified
2785,Customer_114033049,48132.0,,692,RENT,CO,Not Verified
2786,Customer_112750955,45000.0,5.0,732,MORTGAGE,GA,Not Verified
2787,Customer_113466944,30000.0,0.0,677,RENT,AZ,Not Verified
2788,Customer_115251130,45000.0,10.0,662,MORTGAGE,NC,Verified
2789,Customer_112807965,110000.0,0.0,677,MORTGAGE,AZ,Verified
2790,Customer_113488529,38168.0,5.0,672,MORTGAGE,OK,Verified
2791,Customer_112156838,220000.0,10.0,722,OWN,AZ,Source Verified
2792,Customer_112788023,54000.0,3.0,727,OWN,TX,Not Verified
2793,Customer_112910996,142000.0,3.0,672,RENT,MA,Not Verified
2794,Customer_114509757,70000.0,6.0,707,MORTGAGE,FL,Verified
2795,Customer_115359833,75400.0,10.0,682,RENT,MI,Not Verified
2796,Customer_112371220,90000.0,5.0,702,MORTGAGE,NY,Verified
2797,Customer_114179154,60000.0,7.0,677,OWN,CA,Source Verified
2798,Customer_113779915,28000.0,1.0,667,RENT,IN,Verified
2799,Customer_110996234,58000.0,10.0,667,RENT,GA,Source Verified
2800,Customer_115218774,79645.0,0.0,762,MORTGAGE,WI,Not Verified
2801,Customer_115094129,170000.0,10.0,797,MORTGAGE,NJ,Verified
2802,Customer_113087144,110000.0,10.0,727,MORTGAGE,IL,Not Verified
2803,Customer_112432161,70000.0,1.0,677,RENT,CA,Source Verified
