RiskID,LoanID,DTI,Delinquencies,CreditInquiries,RevolvingUtilization,PublicRecords,OpenAccounts,TotalAccounts,DefaultPrediction
2258,2258,14.34,0.0,0.0,44.2,0.0,5.0,10.0,No
2259,2259,20.09,0.0,0.0,18.2,0.0,10.0,32.0,No
2260,2260,8.81,0.0,0.0,56.3,0.0,8.0,25.0,No
2261,2261,30.56,1.0,0.0,68.3,0.0,11.0,23.0,No
2262,2262,6.17,0.0,0.0,65.1,0.0,2.0,4.0,No
2263,2263,6.47,2.0,1.0,11.0,0.0,32.0,47.0,No
2264,2264,14.03,0.0,2.0,20.3,2.0,12.0,22.0,No
2265,2265,2.66,0.0,1.0,14.0,0.0,6.0,8.0,No
2266,2266,12.88,3.0,2.0,58.7,0.0,8.0,26.0,No
2267,2267,13.41,0.0,0.0,29.4,0.0,10.0,19.0,Yes
2268,2268,18.37,0.0,2.0,36.3,0.0,25.0,31.0,No
2269,2269,8.79,0.0,0.0,19.5,0.0,11.0,16.0,No
2270,2270,13.22,0.0,0.0,73.5,0.0,7.0,16.0,No
2271,2271,19.75,0.0,0.0,74.8,1.0,9.0,21.0,No
2272,2272,21.5,1.0,0.0,56.4,0.0,17.0,41.0,No
2273,2273,13.42,0.0,1.0,17.7,2.0,8.0,32.0,No
2274,2274,23.07,1.0,0.0,3.2,0.0,14.0,37.0,No
2275,2275,20.86,0.0,2.0,53.3,0.0,15.0,33.0,No
2276,2276,24.72,0.0,0.0,22.2,0.0,13.0,21.0,Yes
2277,2277,16.03,0.0,3.0,32.5,0.0,12.0,23.0,No
2278,2278,27.82,0.0,0.0,48.3,0.0,12.0,24.0,No
2279,2279,19.24,0.0,0.0,83.1,0.0,6.0,15.0,No
2280,2280,26.84,0.0,0.0,44.9,0.0,32.0,53.0,No
2281,2281,13.74,0.0,0.0,54.2,0.0,6.0,21.0,No
2282,2282,7.96,0.0,0.0,7.2,0.0,13.0,15.0,No
2283,2283,15.52,0.0,1.0,40.7,0.0,24.0,44.0,No
2284,2284,32.3,0.0,0.0,31.1,0.0,8.0,13.0,No
2285,2285,18.52,0.0,1.0,30.2,0.0,9.0,16.0,No
2286,2286,26.44,0.0,1.0,52.8,1.0,16.0,35.0,No
2287,2287,16.47,0.0,3.0,34.3,0.0,13.0,17.0,No
2288,2288,15.66,2.0,0.0,31.3,0.0,10.0,19.0,No
2289,2289,17.23,0.0,0.0,33.6,0.0,11.0,21.0,No
2290,2290,8.46,0.0,0.0,3.5,0.0,20.0,41.0,No
2291,2291,19.18,0.0,0.0,77.3,0.0,9.0,27.0,No
2292,2292,27.3,0.0,0.0,45.5,0.0,8.0,11.0,No
2293,2293,45.58,0.0,0.0,59.7,0.0,16.0,29.0,No
2294,2294,20.76,0.0,1.0,98.2,1.0,5.0,17.0,No
2295,2295,13.24,0.0,0.0,70.2,0.0,12.0,27.0,No
2296,2296,30.45,0.0,0.0,14.7,0.0,12.0,31.0,No
2297,2297,28.13,0.0,0.0,41.3,0.0,13.0,25.0,No
2298,2298,41.23,0.0,1.0,63.2,0.0,19.0,31.0,No
2299,2299,6.05,0.0,2.0,3.8,0.0,14.0,28.0,No
2300,2300,16.85,0.0,1.0,76.2,0.0,24.0,33.0,No
2301,2301,3.66,1.0,0.0,36.3,0.0,6.0,15.0,No
2302,2302,20.29,0.0,2.0,11.2,0.0,20.0,37.0,No
2303,2303,13.51,0.0,1.0,9.0,1.0,9.0,32.0,No
2304,2304,7.26,0.0,0.0,23.5,0.0,12.0,23.0,No
2305,2305,24.85,0.0,1.0,66.9,0.0,10.0,19.0,No
2306,2306,23.49,0.0,0.0,20.6,0.0,18.0,50.0,No
2307,2307,8.61,0.0,0.0,28.7,0.0,5.0,13.0,No
2308,2308,29.97,0.0,0.0,67.5,2.0,12.0,21.0,No
2309,2309,16.18,1.0,0.0,35.4,0.0,6.0,13.0,No
2310,2310,10.17,0.0,0.0,0.0,0.0,4.0,17.0,No
2311,2311,18.8,0.0,0.0,61.6,1.0,11.0,16.0,No
2312,2312,34.16,2.0,2.0,0.5,0.0,5.0,28.0,No
2313,2313,4.07,0.0,0.0,42.1,1.0,3.0,7.0,No
2314,2314,31.6,0.0,1.0,37.2,0.0,12.0,39.0,No
2315,2315,18.26,0.0,0.0,10.2,0.0,9.0,19.0,No
2316,2316,14.53,1.0,1.0,13.9,0.0,6.0,18.0,No
2317,2317,27.0,0.0,0.0,48.9,0.0,12.0,16.0,No
2318,2318,7.13,1.0,0.0,41.1,0.0,5.0,5.0,Yes
2319,2319,30.78,0.0,2.0,40.3,0.0,13.0,16.0,No
2320,2320,25.39,0.0,0.0,69.5,0.0,11.0,25.0,No
2321,2321,52.61,0.0,0.0,43.1,0.0,12.0,15.0,No
2322,2322,13.13,1.0,1.0,66.7,0.0,12.0,30.0,No
2323,2323,24.5,0.0,0.0,70.2,0.0,15.0,28.0,No
2324,2324,10.19,0.0,0.0,16.9,0.0,13.0,29.0,No
2325,2325,7.26,0.0,2.0,11.8,1.0,13.0,23.0,No
2326,2326,16.05,0.0,2.0,12.0,0.0,16.0,18.0,Yes
2327,2327,12.55,0.0,0.0,80.1,1.0,7.0,21.0,No
2328,2328,30.5,0.0,0.0,40.9,0.0,12.0,13.0,No
2329,2329,29.82,0.0,0.0,68.0,0.0,10.0,19.0,No
2330,2330,11.14,0.0,1.0,36.2,0.0,15.0,20.0,No
2331,2331,27.24,0.0,0.0,47.4,0.0,13.0,23.0,No
2332,2332,24.83,0.0,0.0,21.6,0.0,14.0,34.0,No
2333,2333,21.54,1.0,0.0,80.1,0.0,6.0,8.0,No
2334,2334,36.5,0.0,0.0,28.3,1.0,22.0,35.0,No
2335,2335,26.52,0.0,0.0,1.7,0.0,7.0,17.0,No
2336,2336,36.92,0.0,0.0,31.3,0.0,12.0,18.0,No
2337,2337,9.58,0.0,0.0,12.9,1.0,10.0,26.0,No
2338,2338,3.51,0.0,0.0,42.1,0.0,4.0,6.0,No
2339,2339,14.32,0.0,0.0,19.1,0.0,11.0,21.0,No
2340,2340,9.78,0.0,2.0,95.5,0.0,8.0,27.0,No
2341,2341,32.85,0.0,0.0,52.9,0.0,19.0,30.0,No
2342,2342,15.28,0.0,1.0,18.8,0.0,12.0,31.0,No
2343,2343,1.08,0.0,2.0,5.9,1.0,9.0,17.0,No
2344,2344,22.56,0.0,0.0,34.5,1.0,8.0,11.0,No
2345,2345,26.2,0.0,0.0,73.6,0.0,15.0,30.0,No
2346,2346,8.97,0.0,1.0,96.7,0.0,3.0,4.0,No
2347,2347,33.25,0.0,0.0,34.5,0.0,9.0,16.0,No
2348,2348,4.71,0.0,0.0,58.2,1.0,8.0,9.0,No
2349,2349,17.01,1.0,0.0,13.7,0.0,6.0,9.0,No
2350,2350,18.44,1.0,1.0,61.9,0.0,5.0,16.0,No
2351,2351,10.17,0.0,0.0,12.7,0.0,13.0,50.0,No
2352,2352,29.7,0.0,3.0,42.3,0.0,24.0,44.0,No
2353,2353,32.43,0.0,0.0,21.8,0.0,17.0,39.0,No
2354,2354,15.94,0.0,0.0,76.2,0.0,20.0,20.0,No
2355,2355,31.66,0.0,1.0,9.4,0.0,33.0,69.0,No
2356,2356,4.54,1.0,0.0,33.3,0.0,10.0,37.0,No
2357,2357,14.93,0.0,0.0,40.8,0.0,15.0,20.0,No
2358,2358,22.91,0.0,0.0,26.0,0.0,9.0,16.0,No
2359,2359,14.7,0.0,0.0,30.3,0.0,8.0,26.0,No
2360,2360,20.64,0.0,0.0,101.0,0.0,6.0,17.0,No
2361,2361,38.24,0.0,0.0,73.5,1.0,11.0,24.0,No
2362,2362,30.26,1.0,0.0,17.2,0.0,11.0,22.0,No
2363,2363,25.48,0.0,0.0,53.3,0.0,18.0,22.0,No
2364,2364,23.96,0.0,1.0,76.7,0.0,11.0,27.0,No
2365,2365,24.71,0.0,1.0,81.6,0.0,17.0,29.0,No
2366,2366,16.56,0.0,0.0,40.2,0.0,5.0,6.0,No
2367,2367,22.9,0.0,0.0,36.9,0.0,13.0,24.0,Yes
2368,2368,26.53,0.0,0.0,34.2,0.0,11.0,21.0,No
2369,2369,0.0,0.0,0.0,0.0,0.0,2.0,5.0,No
2370,2370,24.77,0.0,3.0,38.1,0.0,15.0,24.0,No
2371,2371,23.57,0.0,0.0,47.7,0.0,8.0,20.0,No
2372,2372,8.55,1.0,0.0,17.0,0.0,16.0,21.0,No
2373,2373,33.74,2.0,1.0,63.2,0.0,16.0,29.0,Yes
2374,2374,4.27,1.0,1.0,24.0,0.0,9.0,17.0,No
2375,2375,4.0,0.0,1.0,28.0,0.0,8.0,8.0,No
2376,2376,19.24,0.0,0.0,0.1,0.0,10.0,19.0,No
2377,2377,24.4,0.0,0.0,69.4,1.0,22.0,35.0,No
2378,2378,12.63,0.0,0.0,19.3,0.0,10.0,25.0,No
2379,2379,17.8,0.0,2.0,9.3,0.0,26.0,39.0,No
2380,2380,23.03,1.0,1.0,72.2,0.0,14.0,27.0,No
2381,2381,0.73,1.0,2.0,5.8,0.0,8.0,22.0,No
2382,2382,23.4,0.0,0.0,60.9,0.0,12.0,23.0,No
2383,2383,31.45,0.0,1.0,10.7,0.0,11.0,20.0,No
2384,2384,8.98,0.0,0.0,5.8,1.0,11.0,21.0,No
2385,2385,37.63,1.0,1.0,62.8,0.0,15.0,32.0,No
2386,2386,14.34,0.0,0.0,58.8,0.0,14.0,27.0,No
2387,2387,18.64,0.0,0.0,48.9,0.0,10.0,40.0,No
2388,2388,20.1,1.0,0.0,64.8,0.0,13.0,26.0,Yes
2389,2389,27.4,0.0,0.0,57.4,0.0,13.0,49.0,No
2390,2390,29.43,0.0,0.0,15.9,0.0,10.0,10.0,No
2391,2391,17.34,1.0,0.0,53.2,0.0,9.0,23.0,No
2392,2392,8.96,0.0,0.0,61.6,0.0,8.0,17.0,No
2393,2393,21.2,0.0,0.0,27.3,0.0,9.0,16.0,No
2394,2394,17.28,0.0,0.0,37.1,0.0,16.0,27.0,No
2395,2395,8.0,0.0,1.0,65.7,0.0,5.0,12.0,No
2396,2396,7.02,0.0,0.0,28.6,0.0,13.0,35.0,No
2397,2397,30.61,2.0,1.0,67.8,0.0,7.0,7.0,Yes
2398,2398,33.4,0.0,0.0,78.1,0.0,10.0,13.0,No
2399,2399,22.04,0.0,0.0,57.4,0.0,8.0,20.0,No
2400,2400,11.03,2.0,0.0,76.1,0.0,12.0,26.0,No
2401,2401,23.53,0.0,1.0,28.3,0.0,12.0,19.0,No
2402,2402,8.7,0.0,1.0,47.9,0.0,19.0,30.0,No
2403,2403,7.76,0.0,0.0,5.0,0.0,16.0,36.0,No
2404,2404,23.47,0.0,0.0,0.7,0.0,15.0,30.0,No
2405,2405,18.79,0.0,3.0,43.1,0.0,11.0,20.0,No
2406,2406,3.56,0.0,0.0,20.0,0.0,5.0,10.0,No
2407,2407,19.39,0.0,0.0,72.6,1.0,3.0,10.0,No
2408,2408,33.8,2.0,0.0,82.4,0.0,26.0,42.0,No
2409,2409,10.95,0.0,0.0,82.1,0.0,4.0,29.0,No
2410,2410,21.6,1.0,2.0,53.7,0.0,10.0,20.0,No
2411,2411,0.15,1.0,1.0,9.3,0.0,2.0,10.0,No
2412,2412,12.35,1.0,0.0,13.3,1.0,10.0,19.0,No
2413,2413,29.93,0.0,0.0,20.1,1.0,10.0,26.0,No
2414,2414,18.5,0.0,0.0,85.7,0.0,13.0,35.0,No
2415,2415,24.27,0.0,0.0,35.6,1.0,23.0,46.0,No
2416,2416,39.55,0.0,2.0,1.6,0.0,14.0,73.0,No
2417,2417,17.4,0.0,0.0,98.3,0.0,6.0,17.0,No
2418,2418,2.28,0.0,0.0,40.0,0.0,2.0,2.0,Yes
2419,2419,19.69,0.0,0.0,9.7,0.0,19.0,19.0,No
2420,2420,27.2,1.0,0.0,39.5,0.0,21.0,39.0,No
2421,2421,26.03,0.0,0.0,37.8,0.0,16.0,26.0,No
2422,2422,16.09,0.0,2.0,98.3,0.0,4.0,16.0,No
2423,2423,4.57,0.0,1.0,11.0,1.0,29.0,43.0,No
2424,2424,18.45,0.0,0.0,95.6,1.0,8.0,9.0,No
2425,2425,10.28,0.0,1.0,15.6,1.0,16.0,35.0,No
2426,2426,28.8,0.0,1.0,54.1,0.0,13.0,26.0,No
2427,2427,21.79,0.0,2.0,54.2,0.0,12.0,22.0,No
2428,2428,10.08,0.0,0.0,34.2,0.0,5.0,23.0,No
2429,2429,16.44,0.0,0.0,22.3,0.0,20.0,28.0,No
2430,2430,20.21,0.0,0.0,14.2,0.0,7.0,16.0,No
2431,2431,23.35,1.0,0.0,13.4,0.0,15.0,32.0,No
2432,2432,10.41,0.0,0.0,68.3,0.0,6.0,10.0,Yes
2433,2433,23.4,2.0,2.0,54.8,0.0,9.0,18.0,No
2434,2434,6.95,0.0,0.0,31.4,1.0,6.0,7.0,No
2435,2435,26.0,0.0,0.0,27.9,0.0,30.0,90.0,No
2436,2436,11.55,0.0,0.0,74.5,0.0,6.0,13.0,No
2437,2437,11.84,0.0,0.0,10.5,0.0,14.0,17.0,No
2438,2438,15.07,0.0,1.0,44.7,0.0,13.0,22.0,No
2439,2439,8.9,0.0,0.0,54.9,0.0,14.0,19.0,No
2440,2440,14.52,0.0,1.0,34.2,0.0,21.0,33.0,No
2441,2441,15.38,0.0,0.0,45.8,0.0,14.0,32.0,No
2442,2442,7.5,0.0,0.0,26.2,1.0,3.0,6.0,No
2443,2443,21.47,0.0,0.0,52.5,0.0,6.0,9.0,No
2444,2444,30.48,1.0,0.0,35.5,0.0,8.0,26.0,No
2445,2445,11.56,0.0,0.0,0.0,0.0,6.0,25.0,No
2446,2446,19.99,0.0,0.0,92.1,0.0,8.0,23.0,No
2447,2447,8.97,0.0,1.0,5.5,0.0,7.0,19.0,No
2448,2448,33.06,0.0,0.0,64.4,0.0,10.0,16.0,No
2449,2449,28.33,0.0,0.0,44.4,0.0,23.0,36.0,No
2450,2450,22.86,0.0,1.0,24.1,1.0,20.0,34.0,No
2451,2451,30.07,0.0,0.0,47.4,0.0,8.0,39.0,No
2452,2452,34.05,0.0,0.0,38.1,0.0,20.0,39.0,No
2453,2453,16.22,5.0,1.0,42.0,0.0,14.0,27.0,No
2454,2454,8.38,0.0,2.0,23.3,0.0,7.0,13.0,No
2455,2455,13.73,0.0,0.0,81.0,0.0,6.0,7.0,Yes
2456,2456,26.08,0.0,2.0,61.1,0.0,25.0,44.0,No
2457,2457,10.53,0.0,2.0,58.9,0.0,13.0,19.0,No
2458,2458,30.01,0.0,0.0,32.9,0.0,12.0,16.0,No
2459,2459,24.06,0.0,0.0,75.0,0.0,7.0,18.0,No
2460,2460,25.48,0.0,0.0,56.1,0.0,14.0,23.0,No
2461,2461,7.04,0.0,0.0,75.0,0.0,4.0,8.0,No
2462,2462,16.13,0.0,0.0,58.8,1.0,10.0,15.0,No
2463,2463,27.11,1.0,0.0,79.8,0.0,14.0,28.0,No
2464,2464,4.2,0.0,0.0,37.5,0.0,6.0,11.0,No
2465,2465,21.5,0.0,0.0,62.8,0.0,9.0,14.0,Yes
2466,2466,11.89,0.0,0.0,31.2,0.0,10.0,13.0,No
2467,2467,20.72,0.0,0.0,60.4,0.0,9.0,12.0,No
2468,2468,10.34,3.0,0.0,70.6,0.0,11.0,21.0,No
2469,2469,12.4,0.0,0.0,82.7,0.0,6.0,20.0,No
2470,2470,31.1,0.0,0.0,64.3,2.0,27.0,39.0,No
2471,2471,7.27,1.0,0.0,96.8,0.0,12.0,31.0,Yes
2472,2472,11.33,0.0,0.0,48.5,0.0,12.0,13.0,No
2473,2473,33.66,0.0,0.0,68.2,0.0,8.0,12.0,No
2474,2474,26.72,0.0,1.0,98.2,0.0,23.0,28.0,No
2475,2475,14.29,0.0,0.0,75.9,1.0,14.0,24.0,No
2476,2476,27.75,0.0,2.0,31.0,0.0,9.0,17.0,No
2477,2477,18.69,0.0,1.0,43.5,0.0,9.0,12.0,Yes
2478,2478,22.32,0.0,0.0,48.0,0.0,15.0,15.0,Yes
2479,2479,48.46,2.0,0.0,75.0,0.0,20.0,40.0,No
2480,2480,27.63,0.0,0.0,56.0,0.0,19.0,32.0,Yes
2481,2481,30.45,0.0,0.0,86.1,0.0,15.0,18.0,Yes
2482,2482,24.16,0.0,0.0,83.4,0.0,25.0,55.0,No
2483,2483,30.89,0.0,0.0,51.1,0.0,8.0,29.0,No
2484,2484,27.6,1.0,1.0,3.9,0.0,18.0,29.0,No
2485,2485,30.43,1.0,0.0,56.6,0.0,14.0,54.0,No
2486,2486,12.34,0.0,0.0,47.8,0.0,14.0,24.0,No
2487,2487,29.24,0.0,0.0,90.8,0.0,15.0,34.0,No
2488,2488,14.67,0.0,0.0,87.3,0.0,5.0,8.0,No
2489,2489,23.73,0.0,0.0,99.0,0.0,12.0,22.0,No
2490,2490,23.14,0.0,2.0,35.5,0.0,15.0,20.0,No
2491,2491,28.83,1.0,1.0,30.3,0.0,9.0,19.0,No
2492,2492,42.16,1.0,0.0,75.0,1.0,13.0,22.0,No
2493,2493,19.98,4.0,0.0,24.8,0.0,5.0,14.0,No
2494,2494,15.55,0.0,0.0,55.3,0.0,9.0,47.0,No
2495,2495,12.12,0.0,2.0,33.6,0.0,29.0,91.0,No
2496,2496,13.94,1.0,0.0,43.1,0.0,9.0,17.0,No
2497,2497,8.91,0.0,0.0,33.8,0.0,8.0,13.0,Yes
2498,2498,23.04,0.0,1.0,56.2,0.0,18.0,47.0,No
2499,2499,16.41,2.0,1.0,2.7,0.0,8.0,31.0,No
2500,2500,22.68,0.0,0.0,60.4,0.0,23.0,56.0,No
2501,2501,1.62,0.0,0.0,62.3,1.0,3.0,6.0,No
2502,2502,28.18,0.0,1.0,24.6,1.0,9.0,16.0,No
2503,2503,27.62,4.0,0.0,44.5,0.0,24.0,57.0,No
2504,2504,12.11,0.0,0.0,51.4,0.0,5.0,15.0,No
2505,2505,7.19,1.0,2.0,20.3,0.0,6.0,10.0,No
2506,2506,17.02,0.0,1.0,59.2,0.0,13.0,13.0,No
2507,2507,14.38,0.0,0.0,39.6,0.0,15.0,28.0,No
2508,2508,12.76,0.0,0.0,3.1,0.0,7.0,29.0,No
2509,2509,34.18,0.0,0.0,96.4,0.0,8.0,12.0,Yes
2510,2510,20.61,0.0,0.0,96.5,0.0,12.0,20.0,No
2511,2511,27.25,0.0,0.0,7.0,0.0,14.0,29.0,No
2512,2512,1.69,0.0,0.0,15.0,1.0,8.0,17.0,No
2513,2513,36.07,1.0,0.0,36.6,0.0,7.0,11.0,Yes
2514,2514,27.61,0.0,0.0,52.4,0.0,17.0,26.0,No
2515,2515,8.36,0.0,1.0,44.6,0.0,12.0,19.0,No
2516,2516,8.51,0.0,0.0,46.2,1.0,10.0,29.0,No
2517,2517,4.6,0.0,0.0,19.6,0.0,5.0,6.0,No
2518,2518,20.44,0.0,1.0,49.6,0.0,17.0,30.0,No
2519,2519,10.02,0.0,0.0,59.3,0.0,8.0,12.0,No
2520,2520,10.53,0.0,0.0,96.8,0.0,5.0,17.0,Yes
2521,2521,26.33,0.0,0.0,76.2,0.0,10.0,28.0,No
2522,2522,18.64,2.0,0.0,39.9,0.0,14.0,30.0,No
2523,2523,11.89,0.0,0.0,44.5,2.0,4.0,8.0,No
2524,2524,12.08,0.0,0.0,89.6,3.0,9.0,12.0,No
2525,2525,14.1,2.0,0.0,79.1,0.0,5.0,19.0,No
2526,2526,25.48,1.0,1.0,79.6,0.0,18.0,29.0,No
2527,2527,10.64,0.0,0.0,55.7,0.0,10.0,18.0,Yes
2528,2528,19.7,0.0,2.0,52.7,1.0,10.0,38.0,No
2529,2529,2.82,0.0,1.0,27.7,0.0,9.0,14.0,No
2530,2530,27.78,0.0,0.0,98.0,0.0,9.0,28.0,No
2531,2531,18.9,3.0,1.0,45.7,0.0,5.0,24.0,No
2532,2532,29.04,0.0,1.0,48.7,0.0,17.0,38.0,No
2533,2533,13.18,0.0,2.0,15.5,1.0,6.0,45.0,No
2534,2534,5.3,1.0,0.0,4.4,0.0,7.0,30.0,No
2535,2535,23.23,0.0,3.0,42.2,0.0,12.0,20.0,No
2536,2536,21.74,0.0,1.0,75.3,0.0,10.0,28.0,No
2537,2537,16.41,11.0,1.0,19.9,0.0,25.0,73.0,No
2538,2538,13.88,0.0,0.0,36.0,1.0,14.0,14.0,No
2539,2539,15.02,0.0,0.0,33.9,0.0,10.0,18.0,No
2540,2540,24.28,0.0,0.0,32.8,0.0,21.0,36.0,No
2541,2541,20.37,0.0,0.0,33.4,0.0,7.0,16.0,No
2542,2542,12.51,0.0,0.0,44.3,0.0,16.0,18.0,No
2543,2543,13.6,2.0,0.0,70.2,0.0,8.0,30.0,No
2544,2544,11.63,0.0,0.0,38.7,0.0,9.0,36.0,No
2545,2545,15.66,0.0,0.0,46.2,0.0,15.0,25.0,No
2546,2546,21.11,0.0,1.0,44.3,0.0,20.0,21.0,No
2547,2547,13.36,0.0,0.0,36.0,0.0,9.0,11.0,No
2548,2548,12.3,0.0,0.0,23.6,0.0,16.0,40.0,No
2549,2549,16.86,0.0,4.0,79.0,0.0,12.0,14.0,No
2550,2550,28.6,0.0,0.0,41.1,0.0,11.0,21.0,No
2551,2551,13.37,2.0,0.0,73.6,0.0,20.0,42.0,No
2552,2552,1.09,0.0,3.0,18.9,0.0,23.0,49.0,No
2553,2553,63.95,0.0,1.0,75.0,0.0,10.0,16.0,No
2554,2554,16.7,0.0,1.0,5.7,5.0,11.0,27.0,No
2555,2555,18.04,0.0,0.0,1.9,0.0,5.0,16.0,No
2556,2556,14.48,1.0,2.0,35.3,0.0,16.0,23.0,No
2557,2557,8.79,0.0,0.0,83.1,0.0,9.0,11.0,Yes
2558,2558,23.8,0.0,0.0,65.9,0.0,9.0,20.0,No
2559,2559,10.17,0.0,0.0,49.9,0.0,7.0,7.0,No
2560,2560,6.0,0.0,0.0,61.2,1.0,6.0,8.0,No
2561,2561,10.12,0.0,0.0,6.2,1.0,10.0,27.0,No
2562,2562,4.72,0.0,1.0,34.8,0.0,6.0,6.0,No
2563,2563,23.7,0.0,0.0,44.2,0.0,6.0,25.0,No
2564,2564,21.88,0.0,0.0,19.3,0.0,13.0,24.0,No
2565,2565,23.29,0.0,0.0,56.3,0.0,7.0,20.0,No
2566,2566,3.77,0.0,0.0,23.1,0.0,6.0,21.0,No
2567,2567,1.8,0.0,0.0,57.2,0.0,3.0,4.0,No
2568,2568,23.36,0.0,1.0,8.4,0.0,20.0,39.0,No
2569,2569,11.13,0.0,1.0,14.7,0.0,13.0,14.0,No
2570,2570,14.58,0.0,1.0,27.0,0.0,19.0,21.0,No
2571,2571,6.69,0.0,0.0,14.3,1.0,5.0,27.0,No
2572,2572,25.51,0.0,0.0,77.2,0.0,8.0,8.0,No
2573,2573,18.92,0.0,0.0,66.9,0.0,17.0,21.0,No
2574,2574,33.17,0.0,1.0,51.8,0.0,10.0,17.0,No
2575,2575,8.13,0.0,0.0,58.4,0.0,5.0,6.0,No
2576,2576,8.5,0.0,0.0,98.8,0.0,7.0,13.0,Yes
2577,2577,13.85,0.0,0.0,84.0,0.0,12.0,14.0,No
2578,2578,3.58,0.0,0.0,36.3,0.0,6.0,22.0,No
2579,2579,15.2,0.0,2.0,35.0,1.0,22.0,44.0,No
2580,2580,26.86,1.0,0.0,24.5,0.0,9.0,30.0,No
2581,2581,24.19,0.0,0.0,55.3,0.0,3.0,7.0,No
2582,2582,6.4,0.0,0.0,89.4,0.0,6.0,9.0,No
2583,2583,16.36,0.0,0.0,97.2,1.0,13.0,20.0,No
2584,2584,6.96,0.0,1.0,29.0,1.0,3.0,6.0,No
2585,2585,9.17,3.0,0.0,12.5,0.0,6.0,17.0,No
2586,2586,25.28,0.0,0.0,16.5,0.0,20.0,28.0,No
2587,2587,5.4,0.0,1.0,68.2,0.0,4.0,18.0,No
2588,2588,8.96,0.0,0.0,68.3,0.0,4.0,4.0,No
2589,2589,7.14,0.0,0.0,26.8,1.0,4.0,7.0,No
2590,2590,19.39,0.0,3.0,24.4,0.0,20.0,20.0,No
2591,2591,26.54,0.0,2.0,87.7,0.0,9.0,68.0,No
2592,2592,25.36,0.0,0.0,58.3,0.0,9.0,12.0,Yes
2593,2593,24.46,1.0,0.0,66.4,0.0,10.0,21.0,No
2594,2594,13.54,0.0,0.0,64.4,0.0,5.0,18.0,Yes
2595,2595,33.26,0.0,1.0,85.6,0.0,6.0,8.0,No
2596,2596,22.2,0.0,0.0,74.6,0.0,10.0,16.0,No
2597,2597,13.4,0.0,0.0,58.9,0.0,10.0,12.0,No
2598,2598,25.9,0.0,0.0,66.0,1.0,11.0,30.0,No
2599,2599,19.07,0.0,0.0,74.4,0.0,5.0,10.0,No
2600,2600,3.04,0.0,1.0,77.8,1.0,4.0,10.0,No
2601,2601,20.46,0.0,2.0,39.3,0.0,6.0,14.0,Yes
2602,2602,26.49,1.0,0.0,46.3,1.0,10.0,21.0,No
2603,2603,17.6,1.0,2.0,53.8,0.0,12.0,26.0,Yes
2604,2604,49.04,0.0,0.0,22.7,0.0,14.0,25.0,No
2605,2605,33.83,2.0,0.0,36.5,0.0,20.0,45.0,No
2606,2606,65.74,0.0,0.0,52.2,0.0,9.0,27.0,No
2607,2607,38.48,0.0,0.0,69.5,0.0,17.0,23.0,No
2608,2608,22.03,0.0,1.0,66.6,0.0,14.0,20.0,No
2609,2609,15.34,0.0,0.0,91.8,0.0,9.0,21.0,No
2610,2610,6.85,0.0,0.0,44.4,0.0,10.0,12.0,No
2611,2611,11.57,1.0,1.0,1.2,1.0,9.0,23.0,No
2612,2612,22.24,1.0,0.0,49.4,1.0,10.0,14.0,No
2613,2613,19.6,0.0,0.0,31.1,2.0,8.0,24.0,Yes
2614,2614,11.86,0.0,3.0,43.2,0.0,9.0,9.0,Yes
2615,2615,27.46,0.0,0.0,26.0,0.0,11.0,31.0,No
2616,2616,8.23,0.0,0.0,4.8,0.0,7.0,8.0,No
2617,2617,16.85,0.0,1.0,16.5,0.0,10.0,13.0,No
2618,2618,24.56,0.0,1.0,59.2,0.0,18.0,43.0,Yes
2619,2619,37.21,8.0,1.0,83.4,0.0,13.0,23.0,No
2620,2620,14.17,0.0,0.0,13.5,0.0,8.0,40.0,No
2621,2621,4.78,0.0,1.0,51.3,0.0,7.0,14.0,No
2622,2622,14.62,0.0,0.0,40.3,0.0,7.0,29.0,No
2623,2623,19.77,0.0,1.0,47.8,0.0,11.0,17.0,No
2624,2624,38.5,0.0,1.0,57.8,0.0,16.0,27.0,No
2625,2625,27.33,0.0,0.0,11.2,0.0,6.0,19.0,No
2626,2626,14.3,0.0,0.0,52.4,0.0,25.0,58.0,No
2627,2627,6.39,0.0,0.0,4.1,0.0,8.0,36.0,No
2628,2628,2.67,0.0,0.0,30.3,0.0,6.0,10.0,No
2629,2629,18.67,3.0,0.0,13.6,1.0,8.0,25.0,No
2630,2630,11.35,1.0,0.0,30.0,0.0,11.0,14.0,No
2631,2631,19.34,0.0,0.0,63.3,0.0,10.0,26.0,No
2632,2632,33.43,0.0,0.0,56.2,1.0,9.0,56.0,No
2633,2633,13.92,0.0,0.0,89.9,0.0,7.0,19.0,No
2634,2634,36.93,2.0,5.0,37.1,0.0,21.0,31.0,No
2635,2635,21.27,0.0,0.0,45.5,0.0,12.0,25.0,No
2636,2636,34.38,0.0,0.0,47.2,0.0,13.0,20.0,No
2637,2637,5.22,2.0,0.0,44.7,0.0,5.0,10.0,No
2638,2638,10.62,0.0,0.0,64.2,0.0,28.0,32.0,No
2639,2639,11.21,0.0,0.0,78.9,0.0,5.0,12.0,No
2640,2640,6.29,0.0,0.0,54.7,0.0,4.0,5.0,No
2641,2641,8.06,0.0,0.0,50.9,0.0,4.0,8.0,No
2642,2642,14.26,0.0,3.0,12.8,0.0,31.0,52.0,No
